savivaldybe_1,savivaldybe_2,mokslo_metai,mokyt_simil,mok_simil,ne_1_mok_simil,avg_simil,mokytoju_skaicius,ekspertu_skaicius,ekspertu_skaicius_proc,mokiniu_skaicius,mokiniu_mokytojui_sk,mokytoju_skaicius_ne_vienoje_mokykloje,mokytoju_skaicius_ne_vienoje_mokykloje_proc,moko_daugiau_nei_1_dalyko_proc,moko_daugiau_nei_1_dalyko,pensijinio_amziaus_proc,pensijinio_amziaus,stazas_iki_2_metu_proc
Kėdainių r. sav.,Telšių r. sav.,2016-2017,0.0673,0.1289,0.0,0.0654,520,208,0.4,5926.0,11.396153846153,55.0,10.576923076923,59.807692307692,311,0.046153846153,24,0.042307692307
Kėdainių r. sav.,Vilkaviškio r. sav.,2016-2017,0.0635,0.1637,0.5217,0.2496,520,208,0.4,5926.0,11.396153846153,55.0,10.576923076923,59.807692307692,311,0.046153846153,24,0.042307692307
Kėdainių r. sav.,Klaipėdos r. sav.,2016-2017,0.0769,0.1348,0.3956,0.2024,520,208,0.4,5926.0,11.396153846153,55.0,10.576923076923,59.807692307692,311,0.046153846153,24,0.042307692307
Kelmės r. sav.,Jurbarko r. sav.,2016-2017,0.0969,0.0129,0.129,0.0796,351,128,0.364672364672,3225.0,9.188034188034,62.0,17.663817663817,62.678062678062,220,0.051282051282,18,0.094017094017
Kelmės r. sav.,Kaišiadorių r. sav.,2016-2017,0.0912,0.1562,0.1774,0.1416,351,128,0.364672364672,3225.0,9.188034188034,62.0,17.663817663817,62.678062678062,220,0.051282051282,18,0.094017094017
Kelmės r. sav.,Raseinių r. sav.,2016-2017,0.0113,0.1564,0.1935,0.1204,351,128,0.364672364672,3225.0,9.188034188034,62.0,17.663817663817,62.678062678062,220,0.051282051282,18,0.094017094017
Kelmės r. sav.,Rokiškio r. sav.,2016-2017,0.0085,0.0545,0.2152,0.0927,351,128,0.364672364672,3225.0,9.188034188034,62.0,17.663817663817,62.678062678062,220,0.051282051282,18,0.094017094017
Kelmės r. sav.,Šakių r. sav.,2016-2017,0.014,0.0959,0.0968,0.0689,351,128,0.364672364672,3225.0,9.188034188034,62.0,17.663817663817,62.678062678062,220,0.051282051282,18,0.094017094017
Kelmės r. sav.,Utenos r. sav.,2016-2017,0.0763,0.2242,0.6129,0.3045,351,128,0.364672364672,3225.0,9.188034188034,62.0,17.663817663817,62.678062678062,220,0.051282051282,18,0.094017094017
Kretingos r. sav.,Jonavos r. sav.,2016-2017,0.0981,0.0974,0.0,0.0652,423,219,0.517730496453,4979.0,11.770685579196,68.0,16.075650118203,59.574468085106,252,0.063829787234,27,0.073286052009
Kretingos r. sav.,Plungės r. sav.,2016-2017,0.0449,0.1314,0.2941,0.1568,423,219,0.517730496453,4979.0,11.770685579196,68.0,16.075650118203,59.574468085106,252,0.063829787234,27,0.073286052009
Kretingos r. sav.,Radviliškio r. sav.,2016-2017,0.0579,0.0709,0.2794,0.1361,423,219,0.517730496453,4979.0,11.770685579196,68.0,16.075650118203,59.574468085106,252,0.063829787234,27,0.073286052009
Kretingos r. sav.,Tauragės r. sav.,2016-2017,0.0253,0.0474,0.0882,0.0536,423,219,0.517730496453,4979.0,11.770685579196,68.0,16.075650118203,59.574468085106,252,0.063829787234,27,0.073286052009
Kretingos r. sav.,Trakų r. sav.,2016-2017,0.0544,0.233,0.2444,0.1773,423,219,0.517730496453,4979.0,11.770685579196,68.0,16.075650118203,59.574468085106,252,0.063829787234,27,0.073286052009
Kretingos r. sav.,Ukmergės r. sav.,2016-2017,0.0638,0.2169,0.2206,0.1671,423,219,0.517730496453,4979.0,11.770685579196,68.0,16.075650118203,59.574468085106,252,0.063829787234,27,0.073286052009
Kretingos r. sav.,Panevėžio r. sav.,2016-2017,0.0591,0.3469,0.1807,0.1956,423,219,0.517730496453,4979.0,11.770685579196,68.0,16.075650118203,59.574468085106,252,0.063829787234,27,0.073286052009
Kretingos r. sav.,Šiaulių r. sav.,2016-2017,0.0642,0.2306,0.2444,0.1797,423,219,0.517730496453,4979.0,11.770685579196,68.0,16.075650118203,59.574468085106,252,0.063829787234,27,0.073286052009
Lazdijų r. sav.,Anykščių r. sav.,2016-2017,0.0122,0.036,0.2308,0.093,245,71,0.289795918367,2252.0,9.191836734693,65.0,26.530612244898,64.081632653061,157,0.008163265306,2,0.085714285714
Lazdijų r. sav.,Elektrėnų sav.,2016-2017,0.0239,0.173,0.6923,0.2964,245,71,0.289795918367,2252.0,9.191836734693,65.0,26.530612244898,64.081632653061,157,0.008163265306,2,0.085714285714
Lazdijų r. sav.,Joniškio r. sav.,2016-2017,0.0239,0.1261,0.5231,0.2244,245,71,0.289795918367,2252.0,9.191836734693,65.0,26.530612244898,64.081632653061,157,0.008163265306,2,0.085714285714
Lazdijų r. sav.,Pakruojo r. sav.,2016-2017,0.0,0.0053,0.4462,0.1505,245,71,0.289795918367,2252.0,9.191836734693,65.0,26.530612244898,64.081632653061,157,0.008163265306,2,0.085714285714
Lazdijų r. sav.,Švenčionių r. sav.,2016-2017,0.0755,0.1489,0.4923,0.2389,245,71,0.289795918367,2252.0,9.191836734693,65.0,26.530612244898,64.081632653061,157,0.008163265306,2,0.085714285714
Lazdijų r. sav.,Varėnos r. sav.,2016-2017,0.0041,0.0377,0.4923,0.178,245,71,0.289795918367,2252.0,9.191836734693,65.0,26.530612244898,64.081632653061,157,0.008163265306,2,0.085714285714
Lazdijų r. sav.,Kupiškio r. sav.,2016-2017,0.0857,0.0853,0.2769,0.1493,245,71,0.289795918367,2252.0,9.191836734693,65.0,26.530612244898,64.081632653061,157,0.008163265306,2,0.085714285714
Lazdijų r. sav.,Alytaus r. sav.,2016-2017,0.0082,0.2305,0.1077,0.1155,245,71,0.289795918367,2252.0,9.191836734693,65.0,26.530612244898,64.081632653061,157,0.008163265306,2,0.085714285714
Marijampolės sav.,Mažeikių r. sav.,2016-2017,0.0227,0.0704,0.4314,0.1748,616,265,0.430194805194,7311.0,11.868506493506,102.0,16.558441558441,51.948051948051,320,0.073051948051,45,0.035714285714
Marijampolės sav.,Alytaus m. sav.,2016-2017,0.0341,0.0385,0.2843,0.119,616,265,0.430194805194,7311.0,11.868506493506,102.0,16.558441558441,51.948051948051,320,0.073051948051,45,0.035714285714
Mažeikių r. sav.,Marijampolės sav.,2016-2017,0.0227,0.0704,0.4314,0.1748,602,267,0.443521594684,6796.0,11.28903654485,58.0,9.634551495016,55.48172757475,334,0.036544850498,22,0.038205980066
Mažeikių r. sav.,Alytaus m. sav.,2016-2017,0.0116,0.1063,0.2055,0.1078,602,267,0.443521594684,6796.0,11.28903654485,58.0,9.634551495016,55.48172757475,334,0.036544850498,22,0.038205980066
Pakruojo r. sav.,Anykščių r. sav.,2016-2017,0.0122,0.0308,0.28,0.1077,245,97,0.395918367346,2264.0,9.24081632653,36.0,14.69387755102,67.34693877551,165,0.053061224489,13,0.04081632653
Pakruojo r. sav.,Elektrėnų sav.,2016-2017,0.0239,0.1686,0.4444,0.2123,245,97,0.395918367346,2264.0,9.24081632653,36.0,14.69387755102,67.34693877551,165,0.053061224489,13,0.04081632653
Pakruojo r. sav.,Joniškio r. sav.,2016-2017,0.0239,0.1215,0.1389,0.0948,245,97,0.395918367346,2264.0,9.24081632653,36.0,14.69387755102,67.34693877551,165,0.053061224489,13,0.04081632653
Pakruojo r. sav.,Lazdijų r. sav.,2016-2017,0.0,0.0053,0.4462,0.1505,245,97,0.395918367346,2264.0,9.24081632653,36.0,14.69387755102,67.34693877551,165,0.053061224489,13,0.04081632653
Pakruojo r. sav.,Švenčionių r. sav.,2016-2017,0.0755,0.1444,0.0833,0.1011,245,97,0.395918367346,2264.0,9.24081632653,36.0,14.69387755102,67.34693877551,165,0.053061224489,13,0.04081632653
Pakruojo r. sav.,Varėnos r. sav.,2016-2017,0.0041,0.0428,0.0833,0.0434,245,97,0.395918367346,2264.0,9.24081632653,36.0,14.69387755102,67.34693877551,165,0.053061224489,13,0.04081632653
Pakruojo r. sav.,Kupiškio r. sav.,2016-2017,0.0857,0.0901,0.234,0.1366,245,97,0.395918367346,2264.0,9.24081632653,36.0,14.69387755102,67.34693877551,165,0.053061224489,13,0.04081632653
Pakruojo r. sav.,Alytaus r. sav.,2016-2017,0.0082,0.2345,0.3793,0.2073,245,97,0.395918367346,2264.0,9.24081632653,36.0,14.69387755102,67.34693877551,165,0.053061224489,13,0.04081632653
Pasvalio r. sav.,Biržų r. sav.,2016-2017,0.033,0.1017,0.3898,0.1748,293,113,0.38566552901,2998.0,10.232081911262,36.0,12.286689419795,66.894197952218,196,0.058020477815,17,0.054607508532
Pasvalio r. sav.,Jurbarko r. sav.,2016-2017,0.0757,0.0823,0.3333,0.1638,293,113,0.38566552901,2998.0,10.232081911262,36.0,12.286689419795,66.894197952218,196,0.058020477815,17,0.054607508532
Pasvalio r. sav.,Kaišiadorių r. sav.,2016-2017,0.0815,0.2156,0.2941,0.1971,293,113,0.38566552901,2998.0,10.232081911262,36.0,12.286689419795,66.894197952218,196,0.058020477815,17,0.054607508532
Pasvalio r. sav.,Prienų r. sav.,2016-2017,0.0068,0.0757,0.2941,0.1255,293,113,0.38566552901,2998.0,10.232081911262,36.0,12.286689419795,66.894197952218,196,0.058020477815,17,0.054607508532
Pasvalio r. sav.,Šilalės r. sav.,2016-2017,0.0266,0.1032,0.3898,0.1732,293,113,0.38566552901,2998.0,10.232081911262,36.0,12.286689419795,66.894197952218,196,0.058020477815,17,0.054607508532
Pasvalio r. sav.,Švenčionių r. sav.,2016-2017,0.0956,0.1174,0.0833,0.0988,293,113,0.38566552901,2998.0,10.232081911262,36.0,12.286689419795,66.894197952218,196,0.058020477815,17,0.054607508532
Plungės r. sav.,Kretingos r. sav.,2016-2017,0.0449,0.1314,0.2941,0.1568,404,158,0.39108910891,4325.0,10.705445544554,48.0,11.881188118811,65.09900990099,263,0.051980198019,21,0.056930693069
Plungės r. sav.,Tauragės r. sav.,2016-2017,0.0691,0.0881,0.2258,0.1277,404,158,0.39108910891,4325.0,10.705445544554,48.0,11.881188118811,65.09900990099,263,0.051980198019,21,0.056930693069
Plungės r. sav.,Trakų r. sav.,2016-2017,0.0099,0.117,0.4667,0.1979,404,158,0.39108910891,4325.0,10.705445544554,48.0,11.881188118811,65.09900990099,263,0.051980198019,21,0.056930693069
Plungės r. sav.,Ukmergės r. sav.,2016-2017,0.0198,0.0985,0.0943,0.0709,404,158,0.39108910891,4325.0,10.705445544554,48.0,11.881188118811,65.09900990099,263,0.051980198019,21,0.056930693069
Plungės r. sav.,Utenos r. sav.,2016-2017,0.0594,0.0388,0.5,0.1994,404,158,0.39108910891,4325.0,10.705445544554,48.0,11.881188118811,65.09900990099,263,0.051980198019,21,0.056930693069
Plungės r. sav.,Panevėžio r. sav.,2016-2017,0.0149,0.2481,0.4217,0.2282,404,158,0.39108910891,4325.0,10.705445544554,48.0,11.881188118811,65.09900990099,263,0.051980198019,21,0.056930693069
Prienų r. sav.,Biržų r. sav.,2016-2017,0.0396,0.0281,0.1356,0.0678,291,127,0.436426116838,2771.0,9.522336769759,51.0,17.525773195876,63.230240549828,184,0.068728522336,20,0.103092783505
Prienų r. sav.,Jurbarko r. sav.,2016-2017,0.082,0.1518,0.0556,0.0965,291,127,0.436426116838,2771.0,9.522336769759,51.0,17.525773195876,63.230240549828,184,0.068728522336,20,0.103092783505
Prienų r. sav.,Kaišiadorių r. sav.,2016-2017,0.0878,0.275,0.0,0.1209,291,127,0.436426116838,2771.0,9.522336769759,51.0,17.525773195876,63.230240549828,184,0.068728522336,20,0.103092783505
Prienų r. sav.,Pasvalio r. sav.,2016-2017,0.0068,0.0757,0.2941,0.1255,291,127,0.436426116838,2771.0,9.522336769759,51.0,17.525773195876,63.230240549828,184,0.068728522336,20,0.103092783505
Prienų r. sav.,Šilalės r. sav.,2016-2017,0.0332,0.1711,0.1356,0.1133,291,127,0.436426116838,2771.0,9.522336769759,51.0,17.525773195876,63.230240549828,184,0.068728522336,20,0.103092783505
Prienų r. sav.,Švenčionių r. sav.,2016-2017,0.0893,0.0451,0.3529,0.1624,291,127,0.436426116838,2771.0,9.522336769759,51.0,17.525773195876,63.230240549828,184,0.068728522336,20,0.103092783505
Radviliškio r. sav.,Jonavos r. sav.,2016-2017,0.0426,0.1613,0.2794,0.1611,449,245,0.54565701559,4626.0,10.302895322939,49.0,10.913140311804,64.365256124721,289,0.015590200445,7,0.066815144766
Radviliškio r. sav.,Kretingos r. sav.,2016-2017,0.0579,0.0709,0.2794,0.1361,449,245,0.54565701559,4626.0,10.302895322939,49.0,10.913140311804,64.365256124721,289,0.015590200445,7,0.066815144766
Radviliškio r. sav.,Šilutės r. sav.,2016-2017,0.0587,0.1057,0.3636,0.176,449,245,0.54565701559,4626.0,10.302895322939,49.0,10.913140311804,64.365256124721,289,0.015590200445,7,0.066815144766
Radviliškio r. sav.,Tauragės r. sav.,2016-2017,0.0334,0.0247,0.2097,0.0893,449,245,0.54565701559,4626.0,10.302895322939,49.0,10.913140311804,64.365256124721,289,0.015590200445,7,0.066815144766
Radviliškio r. sav.,Telšių r. sav.,2016-2017,0.0742,0.1038,0.1091,0.0957,449,245,0.54565701559,4626.0,10.302895322939,49.0,10.913140311804,64.365256124721,289,0.015590200445,7,0.066815144766
Radviliškio r. sav.,Vilkaviškio r. sav.,2016-2017,0.078,0.0666,0.5739,0.2395,449,245,0.54565701559,4626.0,10.302895322939,49.0,10.913140311804,64.365256124721,289,0.015590200445,7,0.066815144766
Radviliškio r. sav.,Klaipėdos r. sav.,2016-2017,0.0646,0.0977,0.4615,0.2079,449,245,0.54565701559,4626.0,10.302895322939,49.0,10.913140311804,64.365256124721,289,0.015590200445,7,0.066815144766
Radviliškio r. sav.,Šiaulių r. sav.,2016-2017,0.0066,0.1719,0.4556,0.2114,449,245,0.54565701559,4626.0,10.302895322939,49.0,10.913140311804,64.365256124721,289,0.015590200445,7,0.066815144766
Raseinių r. sav.,Kelmės r. sav.,2016-2017,0.0113,0.1564,0.1935,0.1204,355,170,0.478873239436,3823.0,10.769014084507,50.0,14.084507042253,61.971830985915,220,0.045070422535,16,0.064788732394
Raseinių r. sav.,Rokiškio r. sav.,2016-2017,0.0197,0.1078,0.3671,0.1649,355,170,0.478873239436,3823.0,10.769014084507,50.0,14.084507042253,61.971830985915,220,0.045070422535,16,0.064788732394
Raseinių r. sav.,Šakių r. sav.,2016-2017,0.0028,0.067,0.1071,0.059,355,170,0.478873239436,3823.0,10.769014084507,50.0,14.084507042253,61.971830985915,220,0.045070422535,16,0.064788732394
Raseinių r. sav.,Utenos r. sav.,2016-2017,0.0658,0.0803,0.52,0.222,355,170,0.478873239436,3823.0,10.769014084507,50.0,14.084507042253,61.971830985915,220,0.045070422535,16,0.064788732394
Rokiškio r. sav.,Jurbarko r. sav.,2016-2017,0.0891,0.0422,0.3165,0.1493,348,155,0.44540229885,3411.0,9.801724137931,79.0,22.701149425287,57.471264367816,200,0.045977011494,16,0.054597701149
Rokiškio r. sav.,Kaišiadorių r. sav.,2016-2017,0.0833,0.1075,0.3544,0.1817,348,155,0.44540229885,3411.0,9.801724137931,79.0,22.701149425287,57.471264367816,200,0.045977011494,16,0.054597701149
Rokiškio r. sav.,Kelmės r. sav.,2016-2017,0.0085,0.0545,0.2152,0.0927,348,155,0.44540229885,3411.0,9.801724137931,79.0,22.701149425287,57.471264367816,200,0.045977011494,16,0.054597701149
Rokiškio r. sav.,Raseinių r. sav.,2016-2017,0.0197,0.1078,0.3671,0.1649,348,155,0.44540229885,3411.0,9.801724137931,79.0,22.701149425287,57.471264367816,200,0.045977011494,16,0.054597701149
Rokiškio r. sav.,Šakių r. sav.,2016-2017,0.0225,0.0437,0.2911,0.1191,348,155,0.44540229885,3411.0,9.801724137931,79.0,22.701149425287,57.471264367816,200,0.045977011494,16,0.054597701149
Rokiškio r. sav.,Utenos r. sav.,2016-2017,0.0842,0.1795,0.6962,0.32,348,155,0.44540229885,3411.0,9.801724137931,79.0,22.701149425287,57.471264367816,200,0.045977011494,16,0.054597701149
Šakių r. sav.,Kelmės r. sav.,2016-2017,0.014,0.0959,0.0968,0.0689,356,115,0.323033707865,3567.0,10.019662921348,56.0,15.730337078651,50.561797752809,180,0.039325842696,14,0.04213483146
Šakių r. sav.,Raseinių r. sav.,2016-2017,0.0028,0.067,0.1071,0.059,356,115,0.323033707865,3567.0,10.019662921348,56.0,15.730337078651,50.561797752809,180,0.039325842696,14,0.04213483146
Šakių r. sav.,Rokiškio r. sav.,2016-2017,0.0225,0.0437,0.2911,0.1191,356,115,0.323033707865,3567.0,10.019662921348,56.0,15.730337078651,50.561797752809,180,0.039325842696,14,0.04213483146
Šakių r. sav.,Utenos r. sav.,2016-2017,0.0632,0.1419,0.5714,0.2588,356,115,0.323033707865,3567.0,10.019662921348,56.0,15.730337078651,50.561797752809,180,0.039325842696,14,0.04213483146
Šalčininkų r. sav.,Kėdainių r. sav.,2016-2017,0.0114,0.3149,0.4086,0.245,526,79,0.150190114068,4060.0,7.718631178707,93.0,17.680608365019,63.498098859315,334,0.058935361216,31,0.098859315589
Šalčininkų r. sav.,Šilutės r. sav.,2016-2017,0.0932,0.2152,0.172,0.1601,526,79,0.150190114068,4060.0,7.718631178707,93.0,17.680608365019,63.498098859315,334,0.058935361216,31,0.098859315589
Šalčininkų r. sav.,Telšių r. sav.,2016-2017,0.0779,0.2135,0.4086,0.2333,526,79,0.150190114068,4060.0,7.718631178707,93.0,17.680608365019,63.498098859315,334,0.058935361216,31,0.098859315589
Šalčininkų r. sav.,Vilkaviškio r. sav.,2016-2017,0.0741,0.1808,0.1913,0.1487,526,79,0.150190114068,4060.0,7.718631178707,93.0,17.680608365019,63.498098859315,334,0.058935361216,31,0.098859315589
Šalčininkų r. sav.,Klaipėdos r. sav.,2016-2017,0.0875,0.2081,0.0215,0.1057,526,79,0.150190114068,4060.0,7.718631178707,93.0,17.680608365019,63.498098859315,334,0.058935361216,31,0.098859315589
Šilalės r. sav.,Biržų r. sav.,2016-2017,0.0066,0.1944,0.0,0.067,301,156,0.518272425249,3343.0,11.106312292358,59.0,19.601328903654,66.445182724252,200,0.029900332225,9,0.053156146179
Šilalės r. sav.,Jurbarko r. sav.,2016-2017,0.0505,0.0227,0.0847,0.0526,301,156,0.518272425249,3343.0,11.106312292358,59.0,19.601328903654,66.445182724252,200,0.029900332225,9,0.053156146179
Šilalės r. sav.,Kaišiadorių r. sav.,2016-2017,0.0564,0.1253,0.1356,0.1058,301,156,0.518272425249,3343.0,11.106312292358,59.0,19.601328903654,66.445182724252,200,0.029900332225,9,0.053156146179
Šilalės r. sav.,Pasvalio r. sav.,2016-2017,0.0266,0.1032,0.3898,0.1732,301,156,0.518272425249,3343.0,11.106312292358,59.0,19.601328903654,66.445182724252,200,0.029900332225,9,0.053156146179
Šilalės r. sav.,Prienų r. sav.,2016-2017,0.0332,0.1711,0.1356,0.1133,301,156,0.518272425249,3343.0,11.106312292358,59.0,19.601328903654,66.445182724252,200,0.029900332225,9,0.053156146179
Šilutės r. sav.,Jonavos r. sav.,2016-2017,0.0168,0.0622,0.1169,0.0653,477,245,0.513626834381,5173.0,10.844863731656,77.0,16.142557651991,54.507337526205,260,0.077568134171,37,0.069182389937
Šilutės r. sav.,Kėdainių r. sav.,2016-2017,0.0827,0.1271,0.2857,0.1652,477,245,0.513626834381,5173.0,10.844863731656,77.0,16.142557651991,54.507337526205,260,0.077568134171,37,0.069182389937
Šilutės r. sav.,Radviliškio r. sav.,2016-2017,0.0587,0.1057,0.3636,0.176,477,245,0.513626834381,5173.0,10.844863731656,77.0,16.142557651991,54.507337526205,260,0.077568134171,37,0.069182389937
Šilutės r. sav.,Šalčininkų r. sav.,2016-2017,0.0932,0.2152,0.172,0.1601,477,245,0.513626834381,5173.0,10.844863731656,77.0,16.142557651991,54.507337526205,260,0.077568134171,37,0.069182389937
Šilutės r. sav.,Tauragės r. sav.,2016-2017,0.0901,0.0831,0.1948,0.1227,477,245,0.513626834381,5173.0,10.844863731656,77.0,16.142557651991,54.507337526205,260,0.077568134171,37,0.069182389937
Šilutės r. sav.,Telšių r. sav.,2016-2017,0.0165,0.0021,0.2857,0.1014,477,245,0.513626834381,5173.0,10.844863731656,77.0,16.142557651991,54.507337526205,260,0.077568134171,37,0.069182389937
Šilutės r. sav.,Vilkaviškio r. sav.,2016-2017,0.0205,0.0419,0.3304,0.1309,477,245,0.513626834381,5173.0,10.844863731656,77.0,16.142557651991,54.507337526205,260,0.077568134171,37,0.069182389937
Šilutės r. sav.,Klaipėdos r. sav.,2016-2017,0.0063,0.0089,0.1538,0.0563,477,245,0.513626834381,5173.0,10.844863731656,77.0,16.142557651991,54.507337526205,260,0.077568134171,37,0.069182389937
Šilutės r. sav.,Šiaulių r. sav.,2016-2017,0.0524,0.2594,0.1444,0.1521,477,245,0.513626834381,5173.0,10.844863731656,77.0,16.142557651991,54.507337526205,260,0.077568134171,37,0.069182389937
Švenčionių r. sav.,Anykščių r. sav.,2016-2017,0.0868,0.1172,0.34,0.1813,265,140,0.528301886792,2646.0,9.984905660377,33.0,12.452830188679,67.169811320754,178,0.049056603773,13,0.022641509433
Švenčionių r. sav.,Elektrėnų sav.,2016-2017,0.0528,0.0283,0.3939,0.1583,265,140,0.528301886792,2646.0,9.984905660377,33.0,12.452830188679,67.169811320754,178,0.049056603773,13,0.022641509433
Švenčionių r. sav.,Joniškio r. sav.,2016-2017,0.0528,0.0261,0.0606,0.0465,265,140,0.528301886792,2646.0,9.984905660377,33.0,12.452830188679,67.169811320754,178,0.049056603773,13,0.022641509433
Švenčionių r. sav.,Lazdijų r. sav.,2016-2017,0.0755,0.1489,0.4923,0.2389,265,140,0.528301886792,2646.0,9.984905660377,33.0,12.452830188679,67.169811320754,178,0.049056603773,13,0.022641509433
Švenčionių r. sav.,Pakruojo r. sav.,2016-2017,0.0755,0.1444,0.0833,0.1011,265,140,0.528301886792,2646.0,9.984905660377,33.0,12.452830188679,67.169811320754,178,0.049056603773,13,0.022641509433
Švenčionių r. sav.,Pasvalio r. sav.,2016-2017,0.0956,0.1174,0.0833,0.0988,265,140,0.528301886792,2646.0,9.984905660377,33.0,12.452830188679,67.169811320754,178,0.049056603773,13,0.022641509433
Švenčionių r. sav.,Prienų r. sav.,2016-2017,0.0893,0.0451,0.3529,0.1624,265,140,0.528301886792,2646.0,9.984905660377,33.0,12.452830188679,67.169811320754,178,0.049056603773,13,0.022641509433
Švenčionių r. sav.,Varėnos r. sav.,2016-2017,0.0792,0.181,0.0,0.0867,265,140,0.528301886792,2646.0,9.984905660377,33.0,12.452830188679,67.169811320754,178,0.049056603773,13,0.022641509433
Švenčionių r. sav.,Alytaus r. sav.,2016-2017,0.083,0.345,0.431,0.2863,265,140,0.528301886792,2646.0,9.984905660377,33.0,12.452830188679,67.169811320754,178,0.049056603773,13,0.022641509433
Tauragės r. sav.,Jonavos r. sav.,2016-2017,0.0746,0.1401,0.0882,0.101,434,235,0.541474654377,4743.0,10.928571428571,62.0,14.285714285714,65.668202764977,285,0.034562211981,15,0.071428571428
Tauragės r. sav.,Kretingos r. sav.,2016-2017,0.0253,0.0474,0.0882,0.0536,434,235,0.541474654377,4743.0,10.928571428571,62.0,14.285714285714,65.668202764977,285,0.034562211981,15,0.071428571428
Tauragės r. sav.,Plungės r. sav.,2016-2017,0.0691,0.0881,0.2258,0.1277,434,235,0.541474654377,4743.0,10.928571428571,62.0,14.285714285714,65.668202764977,285,0.034562211981,15,0.071428571428
Tauragės r. sav.,Radviliškio r. sav.,2016-2017,0.0334,0.0247,0.2097,0.0893,434,235,0.541474654377,4743.0,10.928571428571,62.0,14.285714285714,65.668202764977,285,0.034562211981,15,0.071428571428
Tauragės r. sav.,Šilutės r. sav.,2016-2017,0.0901,0.0831,0.1948,0.1227,434,235,0.541474654377,4743.0,10.928571428571,62.0,14.285714285714,65.668202764977,285,0.034562211981,15,0.071428571428
Tauragės r. sav.,Trakų r. sav.,2016-2017,0.0783,0.1948,0.3111,0.1947,434,235,0.541474654377,4743.0,10.928571428571,62.0,14.285714285714,65.668202764977,285,0.034562211981,15,0.071428571428
Tauragės r. sav.,Ukmergės r. sav.,2016-2017,0.0876,0.1779,0.1452,0.1369,434,235,0.541474654377,4743.0,10.928571428571,62.0,14.285714285714,65.668202764977,285,0.034562211981,15,0.071428571428
Tauragės r. sav.,Klaipėdos r. sav.,2016-2017,0.0958,0.0749,0.3187,0.1631,434,235,0.541474654377,4743.0,10.928571428571,62.0,14.285714285714,65.668202764977,285,0.034562211981,15,0.071428571428
Tauragės r. sav.,Panevėžio r. sav.,2016-2017,0.0829,0.3144,0.253,0.2168,434,235,0.541474654377,4743.0,10.928571428571,62.0,14.285714285714,65.668202764977,285,0.034562211981,15,0.071428571428
Tauragės r. sav.,Šiaulių r. sav.,2016-2017,0.0398,0.1923,0.3111,0.1811,434,235,0.541474654377,4743.0,10.928571428571,62.0,14.285714285714,65.668202764977,285,0.034562211981,15,0.071428571428
Telšių r. sav.,Jonavos r. sav.,2016-2017,0.033,0.0642,0.1912,0.0961,485,141,0.290721649484,5162.0,10.643298969072,55.0,11.340206185567,72.577319587628,352,0.030927835051,15,0.049484536082
Telšių r. sav.,Kėdainių r. sav.,2016-2017,0.0673,0.1289,0.0,0.0654,485,141,0.290721649484,5162.0,10.643298969072,55.0,11.340206185567,72.577319587628,352,0.030927835051,15,0.049484536082
Telšių r. sav.,Radviliškio r. sav.,2016-2017,0.0742,0.1038,0.1091,0.0957,485,141,0.290721649484,5162.0,10.643298969072,55.0,11.340206185567,72.577319587628,352,0.030927835051,15,0.049484536082
Telšių r. sav.,Šalčininkų r. sav.,2016-2017,0.0779,0.2135,0.4086,0.2333,485,141,0.290721649484,5162.0,10.643298969072,55.0,11.340206185567,72.577319587628,352,0.030927835051,15,0.049484536082
Telšių r. sav.,Šilutės r. sav.,2016-2017,0.0165,0.0021,0.2857,0.1014,485,141,0.290721649484,5162.0,10.643298969072,55.0,11.340206185567,72.577319587628,352,0.030927835051,15,0.049484536082
Telšių r. sav.,Vilkaviškio r. sav.,2016-2017,0.0041,0.0399,0.5217,0.1886,485,141,0.290721649484,5162.0,10.643298969072,55.0,11.340206185567,72.577319587628,352,0.030927835051,15,0.049484536082
Telšių r. sav.,Klaipėdos r. sav.,2016-2017,0.0103,0.0068,0.3956,0.1376,485,141,0.290721649484,5162.0,10.643298969072,55.0,11.340206185567,72.577319587628,352,0.030927835051,15,0.049484536082
Telšių r. sav.,Šiaulių r. sav.,2016-2017,0.068,0.2578,0.3889,0.2382,485,141,0.290721649484,5162.0,10.643298969072,55.0,11.340206185567,72.577319587628,352,0.030927835051,15,0.049484536082
Trakų r. sav.,Kretingos r. sav.,2016-2017,0.0544,0.233,0.2444,0.1773,400,142,0.355,3819.0,9.5475,90.0,22.5,59.5,238,0.0775,31,0.1575
Trakų r. sav.,Plungės r. sav.,2016-2017,0.0099,0.117,0.4667,0.1979,400,142,0.355,3819.0,9.5475,90.0,22.5,59.5,238,0.0775,31,0.1575
Trakų r. sav.,Tauragės r. sav.,2016-2017,0.0783,0.1948,0.3111,0.1947,400,142,0.355,3819.0,9.5475,90.0,22.5,59.5,238,0.0775,31,0.1575
Trakų r. sav.,Ukmergės r. sav.,2016-2017,0.01,0.0205,0.4111,0.1472,400,142,0.355,3819.0,9.5475,90.0,22.5,59.5,238,0.0775,31,0.1575
Trakų r. sav.,Utenos r. sav.,2016-2017,0.05,0.0813,0.7333,0.2882,400,142,0.355,3819.0,9.5475,90.0,22.5,59.5,238,0.0775,31,0.1575
Trakų r. sav.,Panevėžio r. sav.,2016-2017,0.005,0.1485,0.0778,0.0771,400,142,0.355,3819.0,9.5475,90.0,22.5,59.5,238,0.0775,31,0.1575
